iter	Logloss
260	0.2546585502
261	0.2544859055
262	0.254332645
263	0.2541076138
264	0.2538491685
265	0.2536624388
266	0.25340781
267	0.2532161107
268	0.2531357464
269	0.2529916562
270	0.2529008585
271	0.2527090768
272	0.2525426098
273	0.2524347069
274	0.2523179082
275	0.2522200817
276	0.2521330181
277	0.251969132
278	0.2518451946
279	0.2517104121
280	0.251581313
281	0.2514372503
282	0.2512576592
283	0.2511676577
284	0.2509923224
285	0.2508079265
286	0.2507240203
287	0.2505729562
288	0.2504091525
289	0.2501309661
290	0.2498567884
291	0.2497211822
292	0.2496536124
293	0.2495439523
294	0.2494056829
295	0.2492073667
296	0.248858206
297	0.2486464088
298	0.2486016552
299	0.2485228559
300	0.2482911529
301	0.2481696317
302	0.248124631
303	0.2479217845
304	0.2478169018
305	0.2476435982
306	0.2475590056
307	0.2474686472
308	0.2473585203
309	0.2472829609
310	0.2471510338
311	0.2470537289
312	0.246938962
313	0.2466835094
314	0.2465219021
315	0.2463932973
316	0.2461323534
317	0.2460437797
318	0.2458255028
319	0.2456975294
320	0.245552039
321	0.2454432575
322	0.2452972453
323	0.2450224361
324	0.2448659083
325	0.2446912593
326	0.2445899184
327	0.2444862438
328	0.2443567877
329	0.2441333491
330	0.2440166877
331	0.2438560963
332	0.2437182112
333	0.2435982001
334	0.2435172043
335	0.2434368125
336	0.2433125731
337	0.2431468749
338	0.2429788154
339	0.2428042763
340	0.2426785543
341	0.2426106551
342	0.2423418314
343	0.2421694064
344	0.2420542825
345	0.2419682622
346	0.2418331501
347	0.2417159945
348	0.2416152851
349	0.2414970312
350	0.2414155961
351	0.2412741417
352	0.2411785941
353	0.2410196775
354	0.2408979642
355	0.2407693318
356	0.2407056883
357	0.2406109644
358	0.2404568801
359	0.2403695145
360	0.2401309749
361	0.2400094537
362	0.2398843083
363	0.2396539507
364	0.2394317751
365	0.2393088261
366	0.2391271484
367	0.238918893
368	0.2388830352
369	0.2388337239
370	0.2387131911
371	0.2385125137
372	0.238361532
373	0.2382701028
374	0.2381452319
375	0.2380107514
376	0.2379154234
377	0.2378214683
378	0.2377029673
379	0.237567114
380	0.2374606937
381	0.2372576001
382	0.2371006604
383	0.2369602768
384	0.2368581946
385	0.2367273108
386	0.2366043619
387	0.2364249356
388	0.2361913382
389	0.2360411801
390	0.2358590631
391	0.2357824603
392	0.2356645358
393	0.2354987003
394	0.2354170456
395	0.2353080169
396	0.2351771057
397	0.2350351022
398	0.2348714632
399	0.2347943662
400	0.2346830587
401	0.2345618944
402	0.234438671
403	0.2343335411
404	0.2342564715
405	0.2341669917
406	0.2340304795
407	0.2338869933
408	0.2336990281
409	0.2335800878
410	0.2335094704
411	0.2333484123
412	0.2331044639
413	0.2329220173
414	0.2328139497
415	0.2326998691
416	0.2325981988
417	0.2323687747
418	0.2321139261
419	0.2319184654
420	0.2318518292
421	0.2317073271
422	0.2315464612
423	0.2314567068
424	0.2313818887
425	0.2312591594
426	0.231160317
427	0.2310801724
428	0.2309357801
429	0.2308381184
430	0.2306433166
431	0.2304447533
432	0.230320157
433	0.2301159926
434	0.230017919
435	0.2299151779
436	0.2298155256
437	0.2297242199
438	0.2295358703
439	0.229452074
440	0.229382143
441	0.2292742813
442	0.2291907732
443	0.2290264203
444	0.2289077134
445	0.2288317284
446	0.2286829981
447	0.2285531576
448	0.2284136526
449	0.2283194504
450	0.228226566
451	0.2281340935
452	0.22800229
453	0.2278901725
454	0.2278005417
455	0.2276051633
456	0.2274968074
457	0.2273981298
458	0.2272854769
459	0.2270046823
460	0.226879125
461	0.2267166804
462	0.2265404389
463	0.2264170919
464	0.2263332956
465	0.2262156731
466	0.2261256991
467	0.2260608338
468	0.2259310895
469	0.2258387406
470	0.2256779433
471	0.2255727036
472	0.2254211865
473	0.2252767257
474	0.2251296427
475	0.2250415632
476	0.2249247919
477	0.2247799879
478	0.2246919907
479	0.2245523485
480	0.2244471637
481	0.2242702359
482	0.2241359064
483	0.2240533044
484	0.223932854
485	0.2237068619
486	0.2236096532
487	0.223515396
488	0.2234118449
489	0.2232287394
490	0.223120864
491	0.2230047242
492	0.2229015026
493	0.222685532
494	0.2225730165
495	0.222361535
496	0.2221954661
497	0.222068893
498	0.2219764617
499	0.2218907022
500	0.2217325407
501	0.2216222491
502	0.2215294746
503	0.2213772024
504	0.2212286643
505	0.2211583352
506	0.2210951585
507	0.2208960323
508	0.2207329699
509	0.2205939317
510	0.2204381588
511	0.2203134939
512	0.22024068
513	0.2201354129
514	0.2200022503
515	0.2199432744
516	0.2197897942
517	0.2196916519
518	0.219552545
519	0.2193985981
520	0.2192718465
521	0.2191985658
522	0.2190853364
523	0.2189808244
524	0.2188971378
525	0.2187799822
526	0.2186464626
527	0.2185788929
528	0.2184300528
529	0.218323303
530	0.2182340429
531	0.2180598607
532	0.2179663723
533	0.2178724858
534	0.2177701702
535	0.2176957913
536	0.217576247
537	0.217459311
538	0.2173815138
539	0.2172196732
540	0.2170438162
541	0.2169369566
542	0.2167822958
543	0.2166251089
544	0.2165265137
545	0.2163627511
546	0.2162292178
547	0.2160936665
548	0.2159941378
549	0.2158962015
550	0.2157939957
551	0.2156987089
552	0.2156060717
553	0.2155305671
554	0.215441307
555	0.2153014999
556	0.2152076134
557	0.2150748489
558	0.2149862477
559	0.2148874328
560	0.2147889337
561	0.2147057276
562	0.2145328084
563	0.2144429991
564	0.2143651745
565	0.2142685836
566	0.2141712238
567	0.2141028716
568	0.2139820643
569	0.213897101
570	0.2137685648
571	0.213634853
572	0.2135631923
573	0.2135024455
574	0.2134086139
575	0.2133233898
576	0.2131833631
577	0.2130980292
578	0.2130307066
579	0.2129051219
580	0.21277303
581	0.2126690808
582	0.2126041469
583	0.2125120176
584	0.2123865702
585	0.2122960333
586	0.2121892973
587	0.2120421732
588	0.2119464608
589	0.2118157144
590	0.2116878645
591	0.2115764609
592	0.2114939962
593	0.2114316706
594	0.2113558228
595	0.2112902299
596	0.2111951765
597	0.2111119842
598	0.2110415041
599	0.2109634736
600	0.2108821208
601	0.2107681226
602	0.210702969
603	0.2106302375
604	0.2105675001
605	0.210476318
606	0.2103845731
607	0.2102800061
608	0.2101638664
609	0.2100539729
610	0.2099036776
611	0.2098033114
612	0.2096830257
613	0.2095835244
614	0.2094516248
615	0.2093740885
616	0.2092951518
617	0.2091890611
618	0.2090546904
619	0.2089725139
620	0.208854109
621	0.2087748704
622	0.2086992972
623	0.2086046831
624	0.2085431537
625	0.2084415657
626	0.2083442334
627	0.2082851751
628	0.2081521498
629	0.2080602813
630	0.2079663674
631	0.207886511
632	0.2077521677
633	0.2076718034
634	0.2075331495
635	0.2074328245
636	0.2073469415
637	0.2072632824
638	0.2071692175
639	0.2071021557
640	0.206971066
641	0.2069039356
642	0.2068271131
643	0.2067248112
644	0.206652217
645	0.2065691071
646	0.2065043653
647	0.2064494529
648	0.2063531365
649	0.2062755041
650	0.2061777462
651	0.2061082546
652	0.2060183629
653	0.2059221564
654	0.2058190858
655	0.20570042
656	0.2056486101
657	0.2055654178
658	0.2054916018
659	0.2054320356
660	0.2053522204
661	0.2052889887
662	0.2051649965
663	0.2050813923
664	0.2050140147
665	0.2049067982
666	0.2048289873
667	0.2047376268
668	0.2046571527
669	0.2045777767
670	0.2044897933
671	0.2044104037
672	0.204265984
673	0.2041733605
674	0.2040995582
675	0.2040386329
676	0.2039321577
677	0.2038538938
678	0.2037648121
679	0.2036919707
680	0.2035887903
681	0.2034934898
682	0.2033915861
683	0.2033298508
684	0.2032677586
685	0.2031483927
686	0.2030664634
687	0.2029134774
688	0.2028593062
689	0.2027937545
690	0.2026998818
691	0.2025910042
692	0.202481193
693	0.2023687187
694	0.2022951635
695	0.2022397843
696	0.2021768547
697	0.2020862766
698	0.2019932275
699	0.2018842264
700	0.2018060586
701	0.2017489634
702	0.2016569988
703	0.2015842398
704	0.2015111102
705	0.2014680177
706	0.2013521799
707	0.2012301783
708	0.2011259819
709	0.2010408814
710	0.2009925859
711	0.2009224491
712	0.2008471229
713	0.2007971252
714	0.200715745
715	0.2005955005
716	0.2005192958
717	0.2004446698
718	0.2003648134
719	0.2002763358
720	0.2001827101
721	0.2001034166
722	0.2000398692
723	0.1999897204
724	0.1998776167
725	0.1998281131
726	0.1997187276
727	0.1996375121
728	0.1995374068
729	0.199420361
730	0.1993271197
731	0.1992128744
732	0.1991162834
733	0.1990424811
734	0.1989289085
735	0.1988385639
736	0.1987719276
737	0.1987018731
738	0.1985859118
739	0.1985197011
740	0.1984504154
741	0.1983533165
742	0.1983083295
743	0.1982048745
744	0.1981317861
745	0.1980803194
746	0.1980016025
747	0.1979144153
748	0.1978439214
749	0.1977461224
750	0.1976793352
751	0.1976122322
752	0.1975561666
753	0.1974718211
754	0.1973910724
755	0.1972901297
756	0.1972276256
757	0.1971575711
758	0.1970990619
759	0.197048968
760	0.1969784605
761	0.1968750741
762	0.1967644668
763	0.1966801625
764	0.1965794119
765	0.1965292632
766	0.1964426114
767	0.196328064
768	0.1962342324
769	0.1961667725
770	0.1960975829
771	0.1959890622
772	0.1959032616
773	0.1958326854
774	0.1957220094
775	0.1956342044
776	0.1955843439
777	0.1955013987
778	0.1954207598
779	0.1952877757
780	0.1952492272
781	0.195167641
782	0.1950905989
783	0.1950286302
784	0.1949189152
785	0.1948085138
786	0.1947638288
787	0.1946293208
788	0.1945467463
789	0.1944510888
790	0.1943781514
791	0.1943430898
792	0.1942394976
793	0.1941496197
794	0.1941048386
795	0.1940269316
796	0.19395814
797	0.193899672
798	0.1937718908
799	0.1936962627
800	0.1935958828
801	0.1935364813
802	0.1934146444
803	0.1933215953
804	0.193255316
805	0.1931203138
806	0.1930574665
807	0.193014525
808	0.1929421916
809	0.1928635982
810	0.1927964403
811	0.1927347462
812	0.1926485886
813	0.1925889263
814	0.192550515
815	0.192483316
816	0.1923862171
817	0.1923191415
818	0.1922783142
819	0.1921858416
820	0.1921135494
821	0.1920236029
822	0.1919589984
823	0.1919146978
824	0.191839811
825	0.191749837
826	0.1916782038
827	0.1915901105
828	0.1915303109
829	0.1914641689
830	0.1913988917
831	0.1912876941
832	0.1912348134
833	0.1911671339
834	0.1910994955
835	0.191008739
836	0.1909245308
837	0.1908797222
838	0.1908244254
839	0.1907798091
840	0.1907181699
841	0.1906248737
842	0.1905586356
843	0.1905027897
844	0.1903775482
845	0.1902927359
846	0.1902008812
847	0.1901147099
848	0.1900388209
849	0.1899485174
850	0.189879822
851	0.1897689812
852	0.1897310368
853	0.1896552576
854	0.1895515143
855	0.1894827228
856	0.1894062298
857	0.1893329766
858	0.1892628809
859	0.1891857839
860	0.1891157705
861	0.1890406503
862	0.18897109
863	0.1888775605
864	0.1887348431
865	0.1886652553
866	0.1885918649
867	0.1885270545
868	0.1884558331
869	0.1883647471
870	0.1883125116
871	0.1882406313
872	0.1881451111
873	0.1880848997
874	0.1879930037
875	0.1879275344
876	0.1878543499
877	0.1877633188
878	0.1876944586
879	0.1876306367
880	0.187556148
881	0.1874747677
882	0.1874126618
883	0.1873707911
884	0.1873012719
885	0.18723432
886	0.1871663109
887	0.1871273506
888	0.1870399437
889	0.1869817366
890	0.1868971714
891	0.1868313452
892	0.1867667956
893	0.1867065979
894	0.1866409501
895	0.1865757828
896	0.1865194014
897	0.1864452834
898	0.1863386297
899	0.1862840193
900	0.1862100798
901	0.1861489622
902	0.1860880781
903	0.1860446149
904	0.1860200279
905	0.1859735308
906	0.1859244254
907	0.1858319803
908	0.1857832181
909	0.1857334125
910	0.1856941501
911	0.1856150625
912	0.1855670279
913	0.185460484
914	0.1853584568
915	0.185293866
916	0.1852680846
917	0.1851994167
918	0.185133961
919	0.1850602137
920	0.1849919301
921	0.1849458311
922	0.1848790576
923	0.1848174184
924	0.1847817116
925	0.18473958
926	0.1846798902
927	0.1846241541
928	0.1845365414
929	0.1844818074
930	0.1843951144
931	0.1842867859
932	0.1841540763
933	0.1840878382
934	0.183994089
935	0.1839444207
936	0.183885788
937	0.1838246567
938	0.1837571694
939	0.1837227393
940	0.1836400137
941	0.1835653877
942	0.1834414779
943	0.1833784384
944	0.1832781134
945	0.1832176411
946	0.1831545879
947	0.1830977947
948	0.1830339728
949	0.182960445
950	0.1828788177
951	0.1827622936
952	0.1826954514
953	0.182659374
954	0.1825903216
955	0.1825132657
956	0.1824488535
957	0.1823574929
958	0.1823113802
959	0.1822435359
960	0.1821681274
961	0.1821085887
962	0.1820435998
963	0.1819563165
964	0.1818928652
965	0.1818222204
966	0.1817752153
967	0.1817033213
968	0.1816437138
969	0.1815723963
970	0.1815315552
971	0.1814341955
972	0.1814047212
973	0.181331372
974	0.1812490033
975	0.1811818317
976	0.1811105829
977	0.1810501243
978	0.1809624566
979	0.1809212997
980	0.180851561
981	0.1807934362
982	0.180745278
983	0.1806714894
984	0.1806362768
985	0.1805614861
986	0.1804940536
987	0.1804633301
988	0.1804128931
989	0.1803541643
990	0.1802861278
991	0.1802150848
992	0.1801247402
993	0.1800598062
994	0.180027051
995	0.1799511071
996	0.1798875597
997	0.1798540906
998	0.1797880584
999	0.1797360151
